fuel_efficiency,location,make,price,vechile features,car make,type,model,year,odometer,body,transmission,Number of cylinders,capacity,fuel type
11,NSW,2014 Toyota Corolla Ascent Sport Manual,"16,990","Odometer
6,641 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2014,"6,641",Hatch,Manual,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Levin ZR Manual,"16,450","Odometer
36,150 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Manual,Corolla,2012,"36,150",Hatch,Manual,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","15,800","Odometer
47,100 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"47,100",Hatch,Automatic,4,1.8,Petrol
11,NSW,2014 Toyota Corolla Ascent Auto,"15,777","Odometer
46,017 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"46,017",Hatch,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Levin SX Auto,"14,999","Odometer
79,720 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin SX Auto,Corolla,2012,"79,720",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Sport Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,990","Odometer
87,821 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"87,821",Hatch,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Ascent Sport Auto,"14,480","Odometer
62,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"62,000",Hatch,Automatic,4,1.8,Petrol
11,ACT,2012 Toyota Corolla Ascent Sport Manual,"12,999","Odometer
49,306 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2012,"49,306",Hatch,Manual,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,990","Odometer
102,239 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"102,239",Hatch,Automatic,4,1.8,Petrol
11,QLD,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","9,990","Odometer
160,469 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"160,469",Hatch,Automatic,4,1.8,Petrol
11,NSW,2009 Toyota Corolla Ascent Manual,"9,990","Odometer
100,894 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2009,"100,894",Sedan,Manual,4,1.8,Petrol
11,WA,2008 Toyota Corolla Ascent Manual,"8,500","Odometer
90,521 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2008,"90,521",Sedan,Manual,4,1.8,Petrol
11,NSW,2000 Toyota Corolla Ascent Seca Auto,"4,650","Odometer
138,878 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Seca Auto,Corolla,2000,"138,878",Hatch,Automatic,4,1.8,Petrol
11,VIC,2000 Toyota Corolla Conquest Seca Manual,"3,500","Odometer
217,001 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Seca Manual,Corolla,2000,"217,001",Hatch,Manual,4,1.8,Petrol
11,TAS,2015 Toyota Corolla SX Manual,"21,990","Odometer
7,031 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla SX Manual,Corolla,2015,"7,031",Sedan,Manual,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Sport Auto,"18,990","Odometer
32,899 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"32,899",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,490","Odometer
26,515 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"26,515",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Sport Auto,"17,998","Odometer
53,364 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"53,364",Hatch,Automatic,4,1.8,Petrol
11,QLD,2009 Toyota Corolla Ascent Auto,"14,990","Odometer
94,680 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2009,"94,680",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Conquest Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,990","Odometer
86,044 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Conquest Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"86,044",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,990","Odometer
79,189 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"79,189",Hatch,Automatic,4,1.8,Petrol
11,QLD,2007 Toyota Corolla Levin ZR Auto,"12,980","Odometer
118,951 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2007,"118,951",Hatch,Automatic,4,1.8,Petrol
11,SA,2007 Toyota Corolla Ascent Auto,"10,990","Odometer
99,658 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"99,658",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Conquest Auto,"9,500","Odometer
138,457 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2006,"138,457",Hatch,Automatic,4,1.8,Petrol
11,VIC,2007 Toyota Corolla Ascent Manual,"9,888","Odometer
134,133 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2007,"134,133",Hatch,Manual,4,1.8,Petrol
11,NSW,2004 Toyota Corolla Ascent Sport Auto,"5,888","Odometer
180,301 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2004,"180,301",Hatch,Automatic,4,1.8,Petrol
11,QLD,2001 Toyota Corolla Ascent Auto,"4,990","Odometer
189,878 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2001,"189,878",Sedan,Automatic,4,1.8,Petrol
11,SA,1998 Toyota Corolla CSi Auto,"2,990","Odometer
209,530 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.6L Petrol",Toyota,Corolla CSi Auto,Corolla,1998,"209,530",Sedan,Automatic,4,1.6,Petrol
11,VIC,2015 Toyota Corolla ZR Auto,"28,728","Odometer
23,837 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla ZR Auto,Corolla,2015,"23,837",Hatch,Automatic,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"18,990","Odometer
49,844 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"49,844",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,880","Odometer
16,109 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"16,109",Hatch,Automatic,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Auto,"15,500","Odometer
31,968 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"31,968",Sedan,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,000","Odometer
16,762 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"16,762",Hatch,Automatic,4,1.8,Petrol
11,NSW,2009 Toyota Corolla Levin ZR Auto,"13,990","Odometer
60,086 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin ZR Auto,Corolla,2009,"60,086",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2010 Toyota Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,990","Odometer
55,692 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"55,692",Hatch,Automatic,4,1.8,Petrol
11,NSW,2007 Toyota Corolla Conquest Auto,"9,990","Odometer
147,121 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2007,"147,121",Sedan,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Ascent Manual,"6,990","Odometer
140,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2008,"140,000",Hatch,Manual,4,1.8,Petrol
11,NSW,2000 Toyota Corolla Levin Seca Manual,"3,200","Odometer
159,195 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin Seca Manual,Corolla,2000,"159,195",Hatch,Manual,4,1.8,Petrol
11,NSW,2000 Toyota Corolla Levin Seca Manual,"3,200","Odometer
159,195 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Levin Seca Manual,Corolla,2000,"159,195",Hatch,Manual,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"19,990","Odometer
38,388 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"38,388",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"19,990","Odometer
32,842 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"32,842",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Sport Auto,"19,888","Odometer
24,534 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"24,534",Hatch,Automatic,4,1.8,Petrol
11,TAS,2015 Toyota Corolla Ascent Manual,"18,990","Odometer
12,906 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2015,"12,906",Sedan,Manual,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"18,988","Odometer
41,807 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"41,807",Hatch,Automatic,4,1.8,Petrol
11,TAS,2014 Toyota Corolla Ascent Auto,"15,990","Odometer
76,891 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"76,891",Hatch,Automatic,4,1.8,Petrol
11,SA,2007 Toyota Corolla Ascent Auto,"15,000","Odometer
110,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2007,"110,500",Hatch,Automatic,4,1.8,Petrol
11,SA,"2011 Toyota Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,860","Odometer
39,810 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"39,810",Sedan,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Ascent Auto,"8,220","Odometer
167,459 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"167,459",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Sport Auto,"20,490","Odometer
28,060 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"28,060",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"18,990","Odometer
33,669 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"33,669",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,990","Odometer
25,172 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"25,172",Hatch,Automatic,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Manual,"17,676","Odometer
17,386 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Manual,Corolla,2014,"17,386",Hatch,Manual,4,1.8,Petrol
11,VIC,2013 Toyota Corolla Ascent Auto,"16,888","Odometer
30,406 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"30,406",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"16,488","Odometer
30,183 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"30,183",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"16,990","Odometer
33,608 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"33,608",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"16,990","Odometer
32,037 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"32,037",Hatch,Automatic,4,1.8,Petrol
11,VIC,"2011 Toyota Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","15,990","Odometer
68,500 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"68,500",Hatch,Automatic,4,1.8,Petrol
11,QLD,2014 Toyota Corolla Ascent Sport Auto,"16,950","Odometer
31,422 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"31,422",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Conquest Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","14,990","Odometer
51,738 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Conquest Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"51,738",Hatch,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Ascent Auto,"14,888","Odometer
58,059 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2012,"58,059",Hatch,Automatic,4,1.8,Petrol
11,VIC,2013 Toyota Corolla Ascent Auto,"14,480","Odometer
88,933 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"88,933",Sedan,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Ascent Sport Auto,"13,690","Odometer
106,197 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"106,197",Hatch,Automatic,4,1.8,Petrol
11,SA,2009 Toyota Corolla Ascent Manual,"8,995","Odometer
114,212 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2009,"114,212",Sedan,Manual,4,1.8,Petrol
11,NSW,2003 Toyota Corolla Conquest Auto,"7,988","Odometer
137,944 km


Body
Wagon


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2003,"137,944",Wagon,Automatic,4,1.8,Petrol
11,VIC,2015 Toyota Corolla Ascent Sport Auto,"20,888","Odometer
26,567 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2015,"26,567",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,888","Odometer
25,037 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"25,037",Hatch,Automatic,4,1.8,Petrol
11,NSW,2014 Toyota Corolla Ascent Sport Auto,"17,250","Odometer
41,816 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2014,"41,816",Hatch,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Levin ZR Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","16,990","Odometer
49,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Levin ZR Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"49,000",Hatch,Manual,4,1.8,Petrol
11,NSW,2013 Toyota Corolla Ascent Auto,"16,988","Odometer
51,882 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"51,882",Hatch,Automatic,4,1.8,Petrol
11,QLD,2013 Toyota Corolla Ascent Auto,"15,990","Odometer
34,568 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"34,568",Sedan,Automatic,4,1.8,Petrol
11,NSW,"2011 Toyota Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","15,555","Odometer
75,671 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Manual 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"75,671",Hatch,Manual,4,1.8,Petrol
11,ACT,2014 Toyota Corolla Ascent Auto,"14,500","Odometer
49,517 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"49,517",Hatch,Automatic,4,1.8,Petrol
11,QLD,2012 Toyota Corolla Ascent Sport Auto,"14,498","Odometer
73,896 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"73,896",Hatch,Automatic,4,1.8,Petrol
11,WA,2014 Toyota Corolla Ascent Auto,"14,490","Odometer
57,820 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2014,"57,820",Sedan,Automatic,4,1.8,Petrol
11,VIC,2008 Toyota Corolla Conquest Auto,"12,000","Odometer
160,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Conquest Auto,Corolla,2008,"160,000",Sedan,Automatic,4,1.8,Petrol
11,NSW,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","11,990","Odometer
89,058 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"89,058",Hatch,Automatic,4,1.8,Petrol
11,WA,"2010 Toyota Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","12,337","Odometer
83,117 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Auto 
                        
                            MY10
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2010,"83,117",Sedan,Automatic,4,1.8,Petrol
11,NSW,2012 Toyota Corolla Ascent Manual,"11,900","Odometer
100,000 km


Body
Hatch


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2012,"100,000",Hatch,Manual,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"6,990","Odometer
149,972 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"149,972",Hatch,Automatic,4,1.8,Petrol
11,TAS,2004 Toyota Corolla Ascent Manual,"3,990","Odometer
298,000 km


Body
Sedan


Transmission
Manual


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Manual,Corolla,2004,"298,000",Sedan,Manual,4,1.8,Petrol
11,WA,2016 Toyota Corolla ZR Auto,"29,888","Odometer
17,841 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla ZR Auto,Corolla,2016,"17,841",Hatch,Automatic,4,1.8,Petrol
11,QLD,2012 Toyota Corolla Ascent Sport Auto,"18,990","Odometer
43,162 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"43,162",Hatch,Automatic,4,1.8,Petrol
11,QLD,2015 Toyota Corolla Ascent Auto,"18,977","Odometer
22,586 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"22,586",Sedan,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"18,800","Odometer
31,826 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"31,826",Hatch,Automatic,4,1.8,Petrol
11,NSW,2013 Toyota Corolla Ascent Auto,"18,555","Odometer
17,267 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"17,267",Hatch,Automatic,4,1.8,Petrol
11,VIC,2012 Toyota Corolla Ascent Sport Auto,"18,990","Odometer
38,224 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Sport Auto,Corolla,2012,"38,224",Hatch,Automatic,4,1.8,Petrol
11,NSW,2015 Toyota Corolla Ascent Auto,"17,990","Odometer
51,212 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2015,"51,212",Hatch,Automatic,4,1.8,Petrol
11,SA,"2011 Toyota Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","15,800","Odometer
45,000 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Levin ZR Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"45,000",Hatch,Automatic,4,1.8,Petrol
11,NSW,2013 Toyota Corolla Ascent Auto,"14,990","Odometer
41,031 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"41,031",Sedan,Automatic,4,1.8,Petrol
11,VIC,2013 Toyota Corolla Ascent Auto,"13,980","Odometer
74,279 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2013,"74,279",Sedan,Automatic,4,1.8,Petrol
11,VIC,"2011 Toyota Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.","13,990","Odometer
100,910 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,"Corolla Ascent Sport Auto 
                        
                            MY11
                        

Manufacturer Marketing Year (MY)

                            The manufacturer's marketing year of this model.",Corolla,2011,"100,910",Sedan,Automatic,4,1.8,Petrol
11,NSW,2008 Toyota Corolla Ascent Auto,"12,990","Odometer
76,893 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2008,"76,893",Hatch,Automatic,4,1.8,Petrol
11,NSW,2006 Toyota Corolla Ascent Auto,"9,000","Odometer
147,000 km


Body
Sedan


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2006,"147,000",Sedan,Automatic,4,1.8,Petrol
11,QLD,2004 Toyota Corolla Ascent Auto,"6,499","Odometer
156,648 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla Ascent Auto,Corolla,2004,"156,648",Hatch,Automatic,4,1.8,Petrol
11,WA,2015 Toyota Corolla ZR Auto,"27,990","Odometer
16,163 km


Body
Hatch


Transmission
Automatic


Engine
4cyl 1.8L Petrol",Toyota,Corolla ZR Auto,Corolla,2015,"16,163",Hatch,Automatic,4,1.8,Petrol
